location,datetime,latitude,longitude,chickenpox
BUDAPEST,2007-05-07,47.4979,19.0402,278
BUDAPEST,2007-05-14,47.4979,19.0402,161
BUDAPEST,2007-05-21,47.4979,19.0402,385
BUDAPEST,2007-05-28,47.4979,19.0402,230
BUDAPEST,2007-06-04,47.4979,19.0402,284
BUDAPEST,2007-06-11,47.4979,19.0402,210
BUDAPEST,2007-06-18,47.4979,19.0402,125
BUDAPEST,2007-06-25,47.4979,19.0402,104
BUDAPEST,2007-07-02,47.4979,19.0402,140
BUDAPEST,2007-07-09,47.4979,19.0402,99
BUDAPEST,2007-07-16,47.4979,19.0402,35
BUDAPEST,2007-07-23,47.4979,19.0402,14
BUDAPEST,2007-07-30,47.4979,19.0402,34
BUDAPEST,2007-08-06,47.4979,19.0402,7
BUDAPEST,2007-08-13,47.4979,19.0402,7
BUDAPEST,2007-08-20,47.4979,19.0402,4
BUDAPEST,2007-08-27,47.4979,19.0402,4
BUDAPEST,2007-09-03,47.4979,19.0402,10
BUDAPEST,2007-09-10,47.4979,19.0402,6
BUDAPEST,2007-09-17,47.4979,19.0402,6
BUDAPEST,2007-09-24,47.4979,19.0402,12
BUDAPEST,2007-10-01,47.4979,19.0402,20
BUDAPEST,2007-10-08,47.4979,19.0402,14
BUDAPEST,2007-10-15,47.4979,19.0402,33
BUDAPEST,2007-10-22,47.4979,19.0402,20
BUDAPEST,2007-10-29,47.4979,19.0402,25
BUDAPEST,2007-11-05,47.4979,19.0402,93
BUDAPEST,2007-11-12,47.4979,19.0402,72
BUDAPEST,2007-11-19,47.4979,19.0402,54
BUDAPEST,2007-11-26,47.4979,19.0402,175
BUDAPEST,2007-12-03,47.4979,19.0402,126
BUDAPEST,2007-12-10,47.4979,19.0402,60
BUDAPEST,2007-12-17,47.4979,19.0402,193
BUDAPEST,2007-12-24,47.4979,19.0402,68
BUDAPEST,2007-12-31,47.4979,19.0402,183
BUDAPEST,2008-01-07,47.4979,19.0402,156
BUDAPEST,2008-01-14,47.4979,19.0402,479
BUDAPEST,2008-01-21,47.4979,19.0402,143
BUDAPEST,2008-01-28,47.4979,19.0402,193
BUDAPEST,2008-02-04,47.4979,19.0402,105
BUDAPEST,2008-02-11,47.4979,19.0402,136
BUDAPEST,2008-02-18,47.4979,19.0402,91
BUDAPEST,2008-02-25,47.4979,19.0402,150
BUDAPEST,2008-03-03,47.4979,19.0402,82
BUDAPEST,2008-03-10,47.4979,19.0402,64
BUDAPEST,2008-03-17,47.4979,19.0402,100
BUDAPEST,2008-03-24,47.4979,19.0402,95
BUDAPEST,2008-03-31,47.4979,19.0402,136
BUDAPEST,2008-04-07,47.4979,19.0402,80
BUDAPEST,2008-04-14,47.4979,19.0402,122
BUDAPEST,2008-04-21,47.4979,19.0402,117
BUDAPEST,2008-04-28,47.4979,19.0402,84
BUDAPEST,2008-05-05,47.4979,19.0402,133
BUDAPEST,2008-05-12,47.4979,19.0402,62
BUDAPEST,2008-05-19,47.4979,19.0402,211
BUDAPEST,2008-05-26,47.4979,19.0402,143
BUDAPEST,2008-06-02,47.4979,19.0402,128
BUDAPEST,2008-06-09,47.4979,19.0402,105
BUDAPEST,2008-06-16,47.4979,19.0402,140
BUDAPEST,2008-06-23,47.4979,19.0402,51
BUDAPEST,2008-06-30,47.4979,19.0402,70
BUDAPEST,2008-07-07,47.4979,19.0402,46
BUDAPEST,2008-07-14,47.4979,19.0402,17
BUDAPEST,2008-07-21,47.4979,19.0402,21
BUDAPEST,2008-07-28,47.4979,19.0402,51
BUDAPEST,2008-08-04,47.4979,19.0402,22
BUDAPEST,2008-08-11,47.4979,19.0402,11
BUDAPEST,2008-08-18,47.4979,19.0402,3
BUDAPEST,2008-08-25,47.4979,19.0402,10
BUDAPEST,2008-09-01,47.4979,19.0402,4
BUDAPEST,2008-09-08,47.4979,19.0402,3
BUDAPEST,2008-09-15,47.4979,19.0402,9
BUDAPEST,2008-09-22,47.4979,19.0402,14
BUDAPEST,2008-09-29,47.4979,19.0402,12
BUDAPEST,2008-10-06,47.4979,19.0402,22
BUDAPEST,2008-10-13,47.4979,19.0402,43
BUDAPEST,2008-10-20,47.4979,19.0402,27
BUDAPEST,2008-10-27,47.4979,19.0402,67
BUDAPEST,2008-11-03,47.4979,19.0402,78
BUDAPEST,2008-11-10,47.4979,19.0402,61
BUDAPEST,2008-11-17,47.4979,19.0402,62
BUDAPEST,2008-11-24,47.4979,19.0402,40
BUDAPEST,2008-12-01,47.4979,19.0402,98
BUDAPEST,2008-12-08,47.4979,19.0402,110
BUDAPEST,2008-12-15,47.4979,19.0402,142
BUDAPEST,2008-12-22,47.4979,19.0402,53
BUDAPEST,2008-12-29,47.4979,19.0402,39
BUDAPEST,2009-01-05,47.4979,19.0402,304
BUDAPEST,2009-01-12,47.4979,19.0402,300
BUDAPEST,2009-01-19,47.4979,19.0402,115
BUDAPEST,2009-01-26,47.4979,19.0402,176
BUDAPEST,2009-02-02,47.4979,19.0402,176
BUDAPEST,2009-02-09,47.4979,19.0402,157
BUDAPEST,2009-02-16,47.4979,19.0402,188
BUDAPEST,2009-02-23,47.4979,19.0402,128
BUDAPEST,2009-03-02,47.4979,19.0402,165
BUDAPEST,2009-03-09,47.4979,19.0402,129
BUDAPEST,2009-03-16,47.4979,19.0402,197
BUDAPEST,2009-03-23,47.4979,19.0402,129
BUDAPEST,2009-03-30,47.4979,19.0402,217
BUDAPEST,2009-04-06,47.4979,19.0402,109
BUDAPEST,2009-04-13,47.4979,19.0402,212
BUDAPEST,2009-04-20,47.4979,19.0402,265
BUDAPEST,2009-04-27,47.4979,19.0402,149
BUDAPEST,2009-05-04,47.4979,19.0402,143
BUDAPEST,2009-05-11,47.4979,19.0402,165
BUDAPEST,2009-05-18,47.4979,19.0402,198
BUDAPEST,2009-05-25,47.4979,19.0402,197
BUDAPEST,2009-06-01,47.4979,19.0402,211
BUDAPEST,2009-06-08,47.4979,19.0402,177
BUDAPEST,2009-06-15,47.4979,19.0402,168
BUDAPEST,2009-06-22,47.4979,19.0402,110
BUDAPEST,2009-06-29,47.4979,19.0402,65
BUDAPEST,2009-07-06,47.4979,19.0402,104
BUDAPEST,2009-07-13,47.4979,19.0402,85
BUDAPEST,2009-07-20,47.4979,19.0402,54
BUDAPEST,2009-07-27,47.4979,19.0402,18
BUDAPEST,2009-08-03,47.4979,19.0402,16
BUDAPEST,2009-08-10,47.4979,19.0402,14
BUDAPEST,2009-08-17,47.4979,19.0402,7
BUDAPEST,2009-08-24,47.4979,19.0402,27
BUDAPEST,2009-08-31,47.4979,19.0402,16
BUDAPEST,2009-09-07,47.4979,19.0402,11
BUDAPEST,2009-09-14,47.4979,19.0402,2
BUDAPEST,2009-09-21,47.4979,19.0402,4
BUDAPEST,2009-09-28,47.4979,19.0402,7
BUDAPEST,2009-10-05,47.4979,19.0402,15
BUDAPEST,2009-10-12,47.4979,19.0402,30
BUDAPEST,2009-10-19,47.4979,19.0402,31
BUDAPEST,2009-10-26,47.4979,19.0402,25
BUDAPEST,2009-11-02,47.4979,19.0402,50
BUDAPEST,2009-11-09,47.4979,19.0402,37
BUDAPEST,2009-11-16,47.4979,19.0402,59
BUDAPEST,2009-11-23,47.4979,19.0402,58
BUDAPEST,2009-11-30,47.4979,19.0402,42
BUDAPEST,2009-12-07,47.4979,19.0402,91
BUDAPEST,2009-12-14,47.4979,19.0402,86
BUDAPEST,2009-12-21,47.4979,19.0402,41
BUDAPEST,2009-12-28,47.4979,19.0402,47
BUDAPEST,2010-01-04,47.4979,19.0402,166
BUDAPEST,2010-01-11,47.4979,19.0402,113
BUDAPEST,2010-01-18,47.4979,19.0402,62
BUDAPEST,2010-01-25,47.4979,19.0402,82
BUDAPEST,2010-02-01,47.4979,19.0402,56
BUDAPEST,2010-02-08,47.4979,19.0402,46
BUDAPEST,2010-02-15,47.4979,19.0402,48
BUDAPEST,2010-02-22,47.4979,19.0402,124
BUDAPEST,2010-03-01,47.4979,19.0402,74
BUDAPEST,2010-03-08,47.4979,19.0402,116
BUDAPEST,2010-03-15,47.4979,19.0402,120
BUDAPEST,2010-03-22,47.4979,19.0402,101
BUDAPEST,2010-03-29,47.4979,19.0402,121
BUDAPEST,2010-04-05,47.4979,19.0402,160
BUDAPEST,2010-04-12,47.4979,19.0402,199
BUDAPEST,2010-04-19,47.4979,19.0402,147
BUDAPEST,2010-04-26,47.4979,19.0402,130
BUDAPEST,2010-05-03,47.4979,19.0402,175
BUDAPEST,2010-05-10,47.4979,19.0402,156
BUDAPEST,2010-05-17,47.4979,19.0402,185
BUDAPEST,2010-05-24,47.4979,19.0402,123
BUDAPEST,2010-05-31,47.4979,19.0402,151
BUDAPEST,2010-06-07,47.4979,19.0402,150
BUDAPEST,2010-06-14,47.4979,19.0402,169
BUDAPEST,2010-06-21,47.4979,19.0402,154
BUDAPEST,2010-06-28,47.4979,19.0402,68
BUDAPEST,2010-07-05,47.4979,19.0402,93
BUDAPEST,2010-07-12,47.4979,19.0402,74
BUDAPEST,2010-07-19,47.4979,19.0402,56
BUDAPEST,2010-07-26,47.4979,19.0402,35
BUDAPEST,2010-08-02,47.4979,19.0402,24
BUDAPEST,2010-08-09,47.4979,19.0402,11
BUDAPEST,2010-08-16,47.4979,19.0402,35
BUDAPEST,2010-08-23,47.4979,19.0402,11
BUDAPEST,2010-08-30,47.4979,19.0402,22
BUDAPEST,2010-09-06,47.4979,19.0402,8
BUDAPEST,2010-09-13,47.4979,19.0402,5
BUDAPEST,2010-09-20,47.4979,19.0402,23
BUDAPEST,2010-09-27,47.4979,19.0402,27
BUDAPEST,2010-10-04,47.4979,19.0402,33
BUDAPEST,2010-10-11,47.4979,19.0402,74
BUDAPEST,2010-10-18,47.4979,19.0402,57
BUDAPEST,2010-10-25,47.4979,19.0402,95
BUDAPEST,2010-11-01,47.4979,19.0402,73
BUDAPEST,2010-11-08,47.4979,19.0402,171
BUDAPEST,2010-11-15,47.4979,19.0402,206
BUDAPEST,2010-11-22,47.4979,19.0402,144
BUDAPEST,2010-11-29,47.4979,19.0402,155
BUDAPEST,2010-12-06,47.4979,19.0402,191
BUDAPEST,2010-12-13,47.4979,19.0402,125
BUDAPEST,2010-12-20,47.4979,19.0402,157
BUDAPEST,2010-12-27,47.4979,19.0402,121
BUDAPEST,2011-01-03,47.4979,19.0402,59
BUDAPEST,2011-01-10,47.4979,19.0402,333
BUDAPEST,2011-01-17,47.4979,19.0402,145
BUDAPEST,2011-01-24,47.4979,19.0402,208
BUDAPEST,2011-01-31,47.4979,19.0402,174
BUDAPEST,2011-02-07,47.4979,19.0402,128
BUDAPEST,2011-02-14,47.4979,19.0402,190
BUDAPEST,2011-02-21,47.4979,19.0402,228
BUDAPEST,2011-02-28,47.4979,19.0402,149
BUDAPEST,2011-03-07,47.4979,19.0402,181
BUDAPEST,2011-03-14,47.4979,19.0402,131
BUDAPEST,2011-03-21,47.4979,19.0402,227
BUDAPEST,2011-03-28,47.4979,19.0402,158
BUDAPEST,2011-04-04,47.4979,19.0402,168
BUDAPEST,2011-04-11,47.4979,19.0402,181
BUDAPEST,2011-04-18,47.4979,19.0402,138
BUDAPEST,2011-04-25,47.4979,19.0402,129
BUDAPEST,2011-05-02,47.4979,19.0402,161
BUDAPEST,2011-05-09,47.4979,19.0402,121
BUDAPEST,2011-05-16,47.4979,19.0402,128
BUDAPEST,2011-05-23,47.4979,19.0402,150
BUDAPEST,2011-05-30,47.4979,19.0402,146
BUDAPEST,2011-06-06,47.4979,19.0402,115
BUDAPEST,2011-06-13,47.4979,19.0402,120
BUDAPEST,2011-06-20,47.4979,19.0402,140
BUDAPEST,2011-06-27,47.4979,19.0402,73
BUDAPEST,2011-07-04,47.4979,19.0402,91
BUDAPEST,2011-07-11,47.4979,19.0402,71
BUDAPEST,2011-07-18,47.4979,19.0402,61
BUDAPEST,2011-07-25,47.4979,19.0402,19
BUDAPEST,2011-08-01,47.4979,19.0402,16
BUDAPEST,2011-08-08,47.4979,19.0402,11
BUDAPEST,2011-08-15,47.4979,19.0402,17
BUDAPEST,2011-08-22,47.4979,19.0402,14
BUDAPEST,2011-08-29,47.4979,19.0402,13
BUDAPEST,2011-09-05,47.4979,19.0402,22
BUDAPEST,2011-09-12,47.4979,19.0402,42
BUDAPEST,2011-09-19,47.4979,19.0402,4
BUDAPEST,2011-09-26,47.4979,19.0402,18
BUDAPEST,2011-10-03,47.4979,19.0402,6
BUDAPEST,2011-10-10,47.4979,19.0402,10
BUDAPEST,2011-10-17,47.4979,19.0402,60
BUDAPEST,2011-10-24,47.4979,19.0402,103
BUDAPEST,2011-10-31,47.4979,19.0402,31
BUDAPEST,2011-11-07,47.4979,19.0402,103
BUDAPEST,2011-11-14,47.4979,19.0402,44
BUDAPEST,2011-11-21,47.4979,19.0402,91
BUDAPEST,2011-11-28,47.4979,19.0402,83
BUDAPEST,2011-12-05,47.4979,19.0402,111
BUDAPEST,2011-12-12,47.4979,19.0402,91
BUDAPEST,2011-12-19,47.4979,19.0402,163
BUDAPEST,2011-12-26,47.4979,19.0402,28
BUDAPEST,2012-01-02,47.4979,19.0402,106
BUDAPEST,2012-01-09,47.4979,19.0402,291
BUDAPEST,2012-01-16,47.4979,19.0402,185
BUDAPEST,2012-01-23,47.4979,19.0402,197
BUDAPEST,2012-01-30,47.4979,19.0402,147
BUDAPEST,2012-02-06,47.4979,19.0402,192
BUDAPEST,2012-02-13,47.4979,19.0402,190
BUDAPEST,2012-02-20,47.4979,19.0402,147
BUDAPEST,2012-02-27,47.4979,19.0402,131
BUDAPEST,2012-03-05,47.4979,19.0402,149
BUDAPEST,2012-03-12,47.4979,19.0402,99
BUDAPEST,2012-03-19,47.4979,19.0402,233
BUDAPEST,2012-03-26,47.4979,19.0402,146
BUDAPEST,2012-04-02,47.4979,19.0402,182
BUDAPEST,2012-04-09,47.4979,19.0402,68
BUDAPEST,2012-04-16,47.4979,19.0402,180
BUDAPEST,2012-04-23,47.4979,19.0402,142
BUDAPEST,2012-04-30,47.4979,19.0402,80
BUDAPEST,2012-05-07,47.4979,19.0402,194
BUDAPEST,2012-05-14,47.4979,19.0402,286
BUDAPEST,2012-05-21,47.4979,19.0402,129
BUDAPEST,2012-05-28,47.4979,19.0402,93
BUDAPEST,2012-06-04,47.4979,19.0402,199
BUDAPEST,2012-06-11,47.4979,19.0402,120
BUDAPEST,2012-06-18,47.4979,19.0402,151
BUDAPEST,2012-06-25,47.4979,19.0402,88
BUDAPEST,2012-07-02,47.4979,19.0402,87
BUDAPEST,2012-07-09,47.4979,19.0402,67
BUDAPEST,2012-07-16,47.4979,19.0402,52
BUDAPEST,2012-07-23,47.4979,19.0402,65
BUDAPEST,2012-07-30,47.4979,19.0402,6
BUDAPEST,2012-08-06,47.4979,19.0402,64
BUDAPEST,2012-08-13,47.4979,19.0402,18
BUDAPEST,2012-08-20,47.4979,19.0402,3
BUDAPEST,2012-08-27,47.4979,19.0402,0
BUDAPEST,2012-09-03,47.4979,19.0402,13
BUDAPEST,2012-09-10,47.4979,19.0402,9
BUDAPEST,2012-09-17,47.4979,19.0402,4
BUDAPEST,2012-09-24,47.4979,19.0402,8
BUDAPEST,2012-10-01,47.4979,19.0402,12
BUDAPEST,2012-10-08,47.4979,19.0402,13
BUDAPEST,2012-10-15,47.4979,19.0402,31
BUDAPEST,2012-10-22,47.4979,19.0402,35
BUDAPEST,2012-10-29,47.4979,19.0402,8
BUDAPEST,2012-11-05,47.4979,19.0402,73
BUDAPEST,2012-11-12,47.4979,19.0402,77
BUDAPEST,2012-11-19,47.4979,19.0402,21
BUDAPEST,2012-11-26,47.4979,19.0402,104
BUDAPEST,2012-12-03,47.4979,19.0402,105
BUDAPEST,2012-12-10,47.4979,19.0402,92
BUDAPEST,2012-12-17,47.4979,19.0402,192
BUDAPEST,2012-12-24,47.4979,19.0402,2
BUDAPEST,2012-12-31,47.4979,19.0402,67
BARANYA,2005-01-03,46.0486,18.321,79
BARANYA,2005-01-10,46.0486,18.321,60
BARANYA,2005-01-17,46.0486,18.321,44
BARANYA,2005-01-24,46.0486,18.321,49
BARANYA,2005-01-31,46.0486,18.321,78
BARANYA,2005-02-07,46.0486,18.321,76
BARANYA,2005-02-14,46.0486,18.321,103
BARANYA,2005-02-21,46.0486,18.321,74
BARANYA,2005-02-28,46.0486,18.321,86
BARANYA,2005-03-07,46.0486,18.321,81
BARANYA,2005-03-14,46.0486,18.321,59
BARANYA,2005-03-21,46.0486,18.321,74
BARANYA,2005-03-28,46.0486,18.321,63
BARANYA,2005-04-04,46.0486,18.321,83
BARANYA,2005-04-11,46.0486,18.321,53
BARANYA,2005-04-18,46.0486,18.321,74
BARANYA,2005-04-25,46.0486,18.321,50
BARANYA,2005-05-02,46.0486,18.321,66
BARANYA,2005-05-09,46.0486,18.321,81
BARANYA,2005-05-16,46.0486,18.321,46
BARANYA,2005-05-23,46.0486,18.321,99
BARANYA,2005-05-30,46.0486,18.321,62
BARANYA,2005-06-06,46.0486,18.321,98
BARANYA,2005-06-13,46.0486,18.321,30
BARANYA,2005-06-20,46.0486,18.321,56
BARANYA,2005-06-27,46.0486,18.321,40
BARANYA,2005-07-04,46.0486,18.321,18
BARANYA,2005-07-11,46.0486,18.321,15
BARANYA,2005-07-18,46.0486,18.321,12
BARANYA,2005-07-25,46.0486,18.321,12
BARANYA,2005-08-01,46.0486,18.321,4
BARANYA,2005-08-08,46.0486,18.321,4
BARANYA,2005-08-15,46.0486,18.321,1
BARANYA,2005-08-22,46.0486,18.321,0
BARANYA,2005-08-29,46.0486,18.321,1
BARANYA,2005-09-05,46.0486,18.321,3
BARANYA,2005-09-12,46.0486,18.321,1
BARANYA,2005-09-19,46.0486,18.321,3
BARANYA,2005-09-26,46.0486,18.321,2
BARANYA,2005-10-03,46.0486,18.321,4
BARANYA,2005-10-10,46.0486,18.321,3
BARANYA,2005-10-17,46.0486,18.321,8
BARANYA,2005-10-24,46.0486,18.321,9
BARANYA,2005-10-31,46.0486,18.321,15
BARANYA,2005-11-07,46.0486,18.321,12
BARANYA,2005-11-14,46.0486,18.321,21
BARANYA,2005-11-21,46.0486,18.321,9
BARANYA,2005-11-28,46.0486,18.321,13
BARANYA,2005-12-05,46.0486,18.321,28
BARANYA,2005-12-12,46.0486,18.321,32
BARANYA,2005-12-19,46.0486,18.321,24
BARANYA,2005-12-26,46.0486,18.321,33
BARANYA,2006-01-02,46.0486,18.321,42
BARANYA,2006-01-09,46.0486,18.321,56
BARANYA,2006-01-16,46.0486,18.321,8
BARANYA,2006-01-23,46.0486,18.321,34
BARANYA,2006-01-30,46.0486,18.321,35
BARANYA,2006-02-06,46.0486,18.321,23
BARANYA,2006-02-13,46.0486,18.321,25
BARANYA,2006-02-20,46.0486,18.321,50
BARANYA,2006-02-27,46.0486,18.321,51
BARANYA,2006-03-06,46.0486,18.321,58
BARANYA,2006-03-13,46.0486,18.321,62
BARANYA,2006-03-20,46.0486,18.321,78
BARANYA,2006-03-27,46.0486,18.321,48
BARANYA,2006-04-03,46.0486,18.321,66
BARANYA,2006-04-10,46.0486,18.321,30
BARANYA,2006-04-17,46.0486,18.321,57
BARANYA,2006-04-24,46.0486,18.321,139
BARANYA,2006-05-01,46.0486,18.321,56
BARANYA,2006-05-08,46.0486,18.321,68
BARANYA,2006-05-15,46.0486,18.321,38
BARANYA,2006-05-22,46.0486,18.321,72
BARANYA,2006-05-29,46.0486,18.321,78
BARANYA,2006-06-05,46.0486,18.321,60
BARANYA,2006-06-12,46.0486,18.321,60
BARANYA,2006-06-19,46.0486,18.321,51
BARANYA,2006-06-26,46.0486,18.321,63
BARANYA,2006-07-03,46.0486,18.321,70
BARANYA,2006-07-10,46.0486,18.321,21
BARANYA,2006-07-17,46.0486,18.321,54
BARANYA,2006-07-24,46.0486,18.321,19
BARANYA,2006-07-31,46.0486,18.321,5
BARANYA,2006-08-07,46.0486,18.321,16
BARANYA,2006-08-14,46.0486,18.321,1
BARANYA,2006-08-21,46.0486,18.321,5
BARANYA,2006-08-28,46.0486,18.321,1
BARANYA,2006-09-04,46.0486,18.321,5
BARANYA,2006-09-11,46.0486,18.321,3
BARANYA,2006-09-18,46.0486,18.321,7
BARANYA,2006-09-25,46.0486,18.321,3
BARANYA,2006-10-02,46.0486,18.321,6
BARANYA,2006-10-09,46.0486,18.321,1
BARANYA,2006-10-16,46.0486,18.321,4
BARANYA,2006-10-23,46.0486,18.321,3
BARANYA,2006-10-30,46.0486,18.321,9
BARANYA,2006-11-06,46.0486,18.321,16
BARANYA,2006-11-13,46.0486,18.321,15
BARANYA,2006-11-20,46.0486,18.321,24
BARANYA,2006-11-27,46.0486,18.321,17
BARANYA,2006-12-04,46.0486,18.321,24
BARANYA,2006-12-11,46.0486,18.321,52
BARANYA,2006-12-18,46.0486,18.321,53
BARANYA,2006-12-25,46.0486,18.321,21
BARANYA,2007-01-01,46.0486,18.321,39
BARANYA,2007-01-08,46.0486,18.321,63
BARANYA,2007-01-15,46.0486,18.321,38
BARANYA,2007-01-22,46.0486,18.321,50
BARANYA,2007-01-29,46.0486,18.321,55
BARANYA,2007-02-05,46.0486,18.321,49
BARANYA,2007-02-12,46.0486,18.321,58
